id,title,overview,genres,vote_average,original_language,keywords
337167,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","Drama, Romance",6.672,en,"based on novel or book, eroticism, sequel, bdsm"
1630423,My Dearest Assassin,"Hunted for her rare blood type, a caged woman vows to fight alongside the assassin she loves to protect their future when an old enemy resurfaces.","Action, Drama, Romance",8.656,th,"cynical, brisk"
1184918,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.","Family, Animation, Science Fiction, Adventure",8.314,en,"island, based on novel or book, parent child relationship, fox, robot, based on children's book, kindness, goose, aftercreditsstinger, duringcreditsstinger, shipwrecked, kids, adopted son, audacious, awestruck, woodland animals"
634649,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Action, Adventure, Science Fiction",7.933,en,"new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, based on comic, sequel, vigilante, superhero team, masked vigilante, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), masked superhero, fight for justice, teen superhero, superhero teamup, returning hero, teamwork, excited, multiverse"
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.","Fantasy, Music, Comedy, Animation",8.021,en,"double life, loyalty, supernatural, musical, female friendship, female protagonist, demon, self-doubt, sing-along, girl power, duringcreditsstinger, demon hunter, girl group, boy band, fandom, k-pop, action comedy, found family, south korea, korean, 3d animation, half demon, save the world, self-redemption, k-pop group, trio"
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action",8.4,en,"based on novel or book, elves, dwarf, magic, obsession, allegory, bravery, castle, troll, battle, demon, uncle nephew relationship, fantasy world, journey, companionship, magical creature, live action and animation, hero's journey, wraith, sword and sorcery, trekking, good versus evil, christian allegory, magical ring, dramatic, tolkien, epic fantasy"
1266990,Kulong,"Three friends retreat to a resort to collaborate on a daring screenplay for a contest. Faced with the challenge of writing about passion despite their own dry spells, their journey soon blurs the line between imagination and experience.",Drama,6.417,tl,"lesbian relationship, lgbt, lesbian, girls' love (gl), lesbian romance, sexy"
1330021,Remarkably Bright Creatures,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.","Drama, Mystery",8.565,en,"aquarium, octopus, british columbia, washington, loss of child, based on young adult novel, fictional town"
1501018,A Family of Bastards,"After the death of his father, Mohamed discovers the living of a step-brother and a step-sister. Together, they must manage the suspicious bar they inherited of linked to criminality, drug traffic and prostitution.","Comedy, Crime",5.243,fr,"drug trafficking, inheritance, prostitution, crime"
979,Irreversible,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,"Drama, Thriller, Crime",7.182,fr,"prostitute, rape, paris, france, police, nihilism, homophobia, homicide, insanity, heroin, celibacy, trauma, assault, masochism, gore, knife, violence against women, love, revenge, fear, cruelty, brutality, drugs, evil, boyfriend, lgbt, misogyny, debauchery, degeneration, disfigurement, rape and revenge, dehumanization, new french extremism, altruism, depressing, defiant"
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Science Fiction, Action, Adventure",7.606,en,"paraplegic, attachment to nature, culture clash, indigenous, space travel, space colony, tribe, alien planet, distant future, marine, battle, love affair, scientist, nature, native peoples, power relations, tribal customs, tribal people, tribal chief, cryonics, spiritual community, 22nd century, save the planet, racial discrimination, soldiers, awestruck, bold, exhilarated"
673,Harry Potter and the Prisoner of Azkaban,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,"Adventure, Fantasy",8.009,en,"witch, school friend, friendship, based on novel or book, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, sequel, school, best friend, werewolf, muggle, ghost, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell, enchant, teen fantasy"
1641319,Sniper: No Nation,Brandon Beckett and Agent Zero lead a rescue mission in Costa Verde when their friends are taken hostage.,"Action, Thriller",6.518,en,"behind enemy lines, special operation, extraction mission, terrorist cell, tactical action, military thriller, ambush operation, geopolitical tension, intel specialist, team betrayal, rogue operative, abandoned outposts, remote compounds, hostile border region, veteran sniper"
299534,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","Adventure, Science Fiction, Action",8.238,en,"superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship, teamwork"
680,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Thriller, Crime, Comedy",8.483,en,"drug dealer, drug crime, gangster, dark comedy, stolen money, crime boss, redemption, los angeles, california, theft, nonlinear timeline, multiple storylines, neo-noir"
1658216,Stepdaddy,Emotions and intrigue run high in this titillating taboo family affair. Chloe and Nica are sisters who both find themselves in their own passionate love affairs with their stepdad Carl.,Drama,5.3,tl,sexy
441168,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.","Drama, TV Movie",5.8,en,"adult filmmaking, witty, appreciative, compassionate, empathetic"
1081003,Supergirl,"When an unexpected and ruthless adversary strikes too close to home, Kara Zor-El, aka Supergirl, reluctantly joins forces with an unlikely companion on an epic, interstellar journey of vengeance and justice.","Action, Adventure, Science Fiction",0.0,en,"galaxy, hero, superhero, villain, based on comic, space, female protagonist, heroine, aftercreditsstinger, solitude, supervillain, dc universe (dcu), galactic journey"
1156594,Our Fault,"Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?","Romance, Drama",7.374,es,"based on novel or book, sequel"
1411773,The Last Stand of Ellen Cole,"When an evil contractor goes to extreme measures to evict a testy tenant who is standing in the way of his new project, he fails to take into account that this seemingly harmless old woman is a trained killer and will do anything to protect her beloved home.","Action, Adventure",7.844,en,
1110034,Kraken,"A marine biologist is doing research on a fish farm when she encounters several strange occurrences. Along with the brutal deaths of two teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see?","Horror, Action, Thriller",6.287,no,"sea monster, norwegian folklore, cautionary"
674,Harry Potter and the Goblet of Fire,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament.","Adventure, Fantasy",7.803,en,"witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, sequel, vision, school, tournament, dragon, ghost, wizard, teenage hero, christmas, based on young adult novel, teen adventure, dramatic, teen fantasy"
77429,Chechu y familia,"Chechu is a 13 year old boy who lives surrounded by peculiar people: his grandfather, his uncle, and two maids. He falls in love with one of them.",Comedy,5.35,es,"dysfunctional family, loss of virginity, maid, based on short story, sexual initiation"
1320660,Pati Patni Aur Woh Do,"A seemingly perfect marriage in Prayagraj takes an unexpected turn when one decision leads to a chain of misunderstandings, suspicion, and comedic chaos.",Comedy,6.2,hi,
1234821,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.","Science Fiction, Adventure, Action",6.272,en,"island, secret mission, tyrannosaurus rex, spinosaurus, sequel, stranded, dinosaur, family, genetic experiment, mosasaurus, indifferent"
533535,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.","Action, Comedy, Science Fiction",7.6,en,"hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup"
27,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","Drama, Music, Romance",5.545,en,"london, england, concert, rock 'n' roll, sexuality, orgasm, cocaine, blow job, man woman relationship, condom, love, sexual fantasy, pubic hair, breast, ejaculation, american, couple, desire, sexual desire, cunnilingus, naked, exchange student, rock concert, british man, nude, drug, small tits, woman tied to a bed, sex, vulva, rock, unsimulated sex, intense, erect penis"
496243,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.","Comedy, Thriller, Drama",8.494,ko,"dark comedy, con artist, social commentary, working class, infiltration, psychological thriller, class differences, family, unemployed, domestic worker, wealthy family, south korea, introspective, caste violence, seoul, south korea, provocative, critical, anti-capitalist, oscar winner"
264980,Loves of a French Pussycat,"Rolf, a sex-advice columnist and a lecher, has affairs with numerous women, but never a permanent relationship. Suzanne, one of his ex-lovers, offers to bet that no woman can get Rolf to propose marriage, a bet her girlfriend Andrea eagerly accepts. But there's a catch: To win the bet, Andrea must get the womanizing Rolf to commit to marriage without first going to bed with him.",Comedy,4.5,de,"softcore, sex comedy"
44980,Zero Woman 2,"When a valuable suitcase is stolen, the mob, petty criminals, and a beautiful agent from the Elite Zero division are pulled into a battle to settle the score.","Action, Thriller",5.0,ja,female assassin
672,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.","Adventure, Fantasy",7.705,en,"witch, flying car, based on novel or book, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, sequel, ghost, nostalgic, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel, admiring, teen fantasy"
1375646,Colony,"Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.","Action, Thriller, Horror",6.85,ko,zombie
1116201,Iron Lung,"In a post-apocalyptic future where an event known as ""The Quiet Rapture"" caused all known stars and habitable planets in the universe to disappear, a convict is sent to search an ocean of blood discovered on a desolate moon, using a small submarine nicknamed the ""Iron Lung"".","Horror, Mystery, Science Fiction",6.963,en,"future, moon, submarine, expedition, post-apocalyptic future, hallucination, gore, space, underwater, convict, based on video game, mourning, macabre, trenches, paranoid, grim, cosmic horror, sea creature, claustrophobic, wonder, anxious, indie horror, slow burn, independent film, mysterious disappearance, body horror, blood, intimate, desolate planet, hallucinations, eldritch, dramatic, planets, suspenseful, tense, intense, ambiguous, bewildered, disheartening, foreboding, frightened, horrified, ominous, pessimistic"
1515729,Blast,Follows a family trained to protect the powerless who become the most dangerous obstacle of all.,"Action, Drama, Family",7.6,ta,"karate, home invasion"
1156593,Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"Drama, Romance",7.1,es,"based on novel or book, suicide attempt, sequel, mental health, romantic drama"
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","Action, Animation, Comedy, Family, Science Fiction",7.0,en,"superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, kids, calm, cockroaches"
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure",8.372,en,"mission, dreams, kidnapping, spy, allegory, intellectual, manipulation, heist, memory, dream world, subconscious, high concept, dream"
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","Drama, Romance",7.903,en,"ship, soulmates, shipwreck, atlantic ocean, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, tragedy, tragic love, historical fiction, class differences, love affair, historical event, sinking ship, rich snob, tragic romance, disaster movie, 1910s"
808,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Animation, Comedy, Fantasy, Adventure, Family",7.765,en,"princess, based on novel or book, magic, fairy tale, donkey, liberation, lordship, prince, castle, villain, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, grand, cartoon donkey, witty"
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,"Action, Drama",7.797,en,"sports, comeback, racing, race car driver, sport competition, aftercreditsstinger, beforecreditsstinger, rookie, formula one (f1), motorsport, car racing, disdainful, exhilarated, joyful"
1207162,Rise of the Conqueror,"In the 14th-century, as the Silk Road crumbles and rival factions tear the land apart, fearless warrior Timur emerges from exile. Stripped of everything, he fights to unite the fractured kingdoms, using strategy and sheer will to carve an empire from chaos. Undefeated in battle and widely regarded as one of history’s greatest military leaders and tacticians, not to mention one of its most brutal, Timur would found the Timurid Empire, which ruled over modern-day Afghanistan, Iran and Central Asia.","History, Action, Adventure, War",6.063,en,"historical drama, warrior, physical disability, uzbekistan, 14th century, historical epic, central asia, based on real person"
143663,Lady Black Rose,"An impotent husband hires a photographer, a professional S&M mistress, and his driver to kidnap his wealthy but unfaithful wife. After she is photographed while being sexually abused, she is blackmailed into giving control of her estate to her husband. Confined to the basement, she suffers an endless series of humiliations and indignities. But fate has some cruel twists in store...","Drama, Horror",4.5,ja,"softcore, pink film, erotic movie"
920728,We Want Now,"A man who protects the island and his woman, Soo-hee, live on a remote island that is nothing more than an uninhabited island. And Bok-soon, who lost her mind after being abandoned by the man she loved. This is an island where only three people live, even if they die. Then one day, a photographer who seems to be holding something secret comes to the island. However, the man who guards the island misunderstands the visitor and kills him because of it. Bok-soon, who loved the dead photographer, commits suicide upon seeing the photographer's death. A man who has gone mad after killing someone hears a story from Soo-hee, who lives with him, and only later finds out all the secrets...",Romance,0.0,ko,softcore
10193,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Animation, Family, Comedy",7.807,en,"escape, hostage, college, villain, sequel, buddy, daycare, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life, dramatic"
863,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Animation, Comedy, Family",7.61,en,"friendship, airplane, museum, prosecution, identity crisis, villain, flea market, collector, sequel, buddy, rescue team, prospector, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life, cheerful"
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Drama, Crime",8.454,en,"prison, florida, new york city, based on novel or book, gangster, mass murder, drug trafficking, 1970s, irish-american, gore, biography, based on true story, murder, organized crime, mafia, brooklyn, new york city, crime epic, tampa, florida"
1038392,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,Horror,6.935,en,"pennsylvania, usa, supernatural, exorcism, haunted house, sequel, priest, religion, wedding, spirit, paranormal investigation, ghost, 1980s, demonic, mirror, supernatural horror, horror"
1146058,The Pout-Pout Fish,"Living on a rundown shipwreck, Mr. Fish one day discovers a hyperactive young sea dragon Pip – who had mistaken his home for a junkyard – pilfering his belongings. The heated argument that ensues leaves both their houses in ruin. But there is hope! Embarking on a seemingly impossible quest in search of the mythical 'Shimmer' to grant them a wish, there’s only one problem: someone else is on the hunt...","Animation, Family, Adventure, Comedy",5.8,en,"fish, based on novel or book, dolphin, based on children's book, children's book, children's adventure, grumpy man, cuttlefish, independent film"
1135873,GGS - Ganteng-Ganteng Sange,Kelas Bintang is back with this pack of drama called GGS - Ganteng-Ganteng Sange.,"Drama, Romance",6.1,hi,
767,Harry Potter and the Half-Blood Prince,Dumbledore tries to prepare Harry for the final battle with Voldemort while Death Eaters wreak havoc in both Muggle and Wizard worlds.,"Adventure, Fantasy",7.68,en,"witch, dying and death, london, england, based on novel or book, magic, school of witchcraft, sequel, apparition, curse, teenage crush, school, werewolf, teenage love, luck, ghost, wizard, secret past, christmas, based on young adult novel, depressing, teen fantasy"
875828,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.","Crime, Drama",7.246,en,"england, gangster, world war ii, betrayal, organized crime, period drama, gang warfare, 1940s, birmingham, based on tv series, fatalism, dark atmosphere, haunted by his demons, german covert operation, british underworld, wartime trauma, smuggling network"
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.","Horror, Action, Thriller",7.5,en,"chicago, illinois, capitalism, ku klux klan, musician, immortality, vampire, cousin, surrealism, sin, alcoholism, vampire hunter (slayer), church, twins, blunt, estranged wife, dual role, cousin relationship, death of daughter, blues music, aftercreditsstinger, klansmen, 1990s, 1930s, salvation, assimilation, chinese immigrant, brother brother relationship, southern gothic, afro-descendants, supernatural horror, playful, train station, mississippi, frightened"
675,Harry Potter and the Order of the Phoenix,"When a new professor's methods leave Hogwarts unprepared to fight the rising tide of evil, Harry teaches students how to defend against the dark arts.","Adventure, Fantasy",7.672,en,"witch, dying and death, based on novel or book, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, sequel, coming of age, occult, ghost, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, depressing, tragic, teen fantasy"
1272837,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,"Horror, Thriller, Science Fiction",7.133,en,"england, satanism, cult, sequel, zombie, crucifix, survival horror, satanic cult, zombie apocalypse, northumberland, post-apocalyptic"
1084577,Balls Up,"Two marketing executives go ""balls out"" and pitch a bold full‑coverage condom sponsorship with the World Cup. After their drunken celebration in Brazil sparks a global scandal, they must outrun furious fans, criminals, and power-hungry officials to salvage their careers and make it home alive.","Comedy, Action, Adventure",5.907,en,"world cup, brazil"
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","Animation, Family, Fantasy",8.535,ja,"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime"
61823,The Ape Woman,A modest Neapolitan man meets a young woman with excessive hairiness. He exhibits her at fairs and marries her. It is after marriage that he receives a tempting offer from a French manager.,"Drama, Comedy",7.3,it,dark comedy
550,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","Drama, Thriller",8.438,en,"dual identity, rage and hate, based on novel or book, nihilism, fight, support group, dystopia, insomnia, alter ego, breaking the fourth wall, split personality, quitting a job, dissociative identity disorder, self destructiveness"
1083884,Signal One,"A computer scientist is invited by a tech billionaire to join his private facility on a Caribbean island to investigate extraterrestrial matter on Earth. When they make contact beyond our world, chaos erupts as we’re left to wonder: do they come in peace?","Mystery, Science Fiction",6.5,en,"extraterrestrial life, computer scientist, secret project, first contact, alien intelligence, tech billionaire, cosmic anomaly, isolated facility, apocalyptic threat"
1301421,The Sheep Detectives,"George Hardy is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.","Comedy, Family, Mystery",7.637,en,"shepherd, based on novel or book, investigation, murder, aftercreditsstinger, murder mystery, thoughtful, investigate, talking animal, joyous, whimsical"
14836,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.","Animation, Family, Fantasy",7.9,en,"friendship, dreams, based on novel or book, eye, stuffed animal, stop motion, parallel world, button, new home, secret door, female villain, reality vs fantasy, dark fantasy, aftercreditsstinger, duringcreditsstinger, horror for children, talking cat, somber, parallel universe, callous"
99861,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Action, Adventure, Science Fiction",7.273,en,"artificial intelligence (a.i.), saving the world, superhero, based on comic, sequel, vision, robot, superhero team, creator, super villain, duringcreditsstinger, marvel cinematic universe (mcu), fictitious country, good versus evil, hilarious, comforting"
646315,The Legendary Lighter,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over.,Action,5.8,ko,"fighting, action hero"
315635,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","Action, Adventure, Science Fiction",7.331,en,"high school, new york city, washington dc, usa, secret identity, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), masked superhero, teen superhero"
1699155,Maternal Instinct,Police pull over a woman who claims she just gave birth. But the baby — and the blood — aren't hers. Twisted lies unravel in this true-crime documentary.,"Documentary, Crime",7.161,en,
13078,The Babysitters,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",Drama,5.998,en,"daughter, adultery, high school, babysitter, business idea, cabin, statutory rape, train, prostitution, older man younger woman relationship, drugs, teenage sexuality, unhappy marriage"
47971,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","Action, Adventure, Crime",6.132,en,"airplane, tattoo, spy, extreme sports, parachute, secret agent, swimming pool, sequel, back from the dead, dominican republic, frantic, free fall, intense"
13333,Game of Death,A martial arts movie star must fake his death to find the people who are trying to kill him.,"Drama, Action, Thriller",6.41,cn,"martial arts, sword fight, revenge, fighting, east asian lead, one against many, action hero"
1210938,Revelations,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,"Thriller, Crime, Mystery",6.379,ko,based on webcomic or webtoon
1168190,The Wrecking Crew,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.","Action, Comedy, Crime, Mystery",7.019,en,"brotherhood, reunion, family conflict, power struggle, hand to hand combat, family legacy, helicopter chase, brother brother relationship, loss of father, explosive action, high‑stakes mission, rival enforcer, team loyalty, vengeful motives, muscular spectacle, strategic fighter, heavy firepower"
425274,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.","Crime, Thriller",6.498,en,"diamond, antwerp, sequel, diamond heist, misdirection, hidden agenda, sleight of hand, team up, mystery and intrigue, antwerp diamonds, magic heist, illusion mastery, team synergy, showmanship, illusionist team, twist reveal, international theft"
88907,Hot Chili,"A group of American teenage boys goes south of the border to work for the summer at a Mexican resort. There they encounter many wacky guests and have zany adventures involving a German dominatrix, a music teacher that gets hot when giving lessons, a buxom cook, and an uptight socialite that eventually thaws. More often than not they end up in bed with someone, but one of the teens is holding out for True Love.",Comedy,3.7,en,
121,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure, Fantasy, Action",8.4,en,"mission, based on novel or book, elves, dwarf, magic, obsession, allegory, bravery, castle, reincarnation, sequel, split personality, fantasy world, wizard, epic battle, journey, companionship, live action and animation, hero's journey, high fantasy, wraith, sword and sorcery, trekking, evil spell, good versus evil, awestruck, comforting, complicated, hopeful, winged creatures, tolkien, epic fantasy"
300496,Nefeli,"A beautiful woman is going to the island of Lesbos to rest, there she will meet two other beautiful young women and it will be great having sex with everyone.",Romance,3.6,el,"lesbian sex, erotic movie, nude beach"
